service_id,date,exception_type
1,20130906,1
1,20130907,1
1,20130913,1
1,20130914,1
1,20130920,1
1,20130921,1
1,20130927,1
1,20130928,1
1,20131004,1
1,20131005,1
1,20131011,1
1,20131012,1
1,20131018,1
1,20131019,1
1,20131025,1
1,20131026,1
1,20131101,1
1,20131102,1
1,20131108,1
1,20131109,1
1,20131115,1
2,20130907,1
2,20130908,1
2,20130914,1
2,20130915,1
2,20130921,1
2,20130922,1
2,20130928,1
2,20130929,1
2,20131005,1
2,20131006,1
2,20131012,1
2,20131013,1
2,20131019,1
2,20131020,1
2,20131026,1
2,20131027,1
2,20131102,1
2,20131103,1
2,20131109,1
2,20131110,1
2,20131116,1
3,20130905,1
3,20130908,1
3,20130909,1
3,20130910,1
3,20130911,1
3,20130912,1
3,20130915,1
3,20130916,1
3,20130917,1
3,20130918,1
3,20130919,1
3,20130922,1
3,20130923,1
3,20130924,1
3,20130925,1
3,20130926,1
3,20130929,1
3,20130930,1
3,20131001,1
3,20131002,1
3,20131003,1
3,20131006,1
3,20131007,1
3,20131008,1
3,20131009,1
3,20131010,1
3,20131013,1
3,20131014,1
3,20131015,1
3,20131016,1
3,20131017,1
3,20131020,1
3,20131021,1
3,20131022,1
3,20131023,1
3,20131024,1
3,20131027,1
3,20131028,1
3,20131029,1
3,20131030,1
3,20131031,1
3,20131103,1
3,20131104,1
3,20131105,1
3,20131106,1
3,20131107,1
3,20131110,1
3,20131111,1
3,20131112,1
3,20131113,1
3,20131114,1
4,20130905,1
4,20130906,1
4,20130909,1
4,20130910,1
4,20130911,1
4,20130912,1
4,20130913,1
4,20130916,1
4,20130917,1
4,20130918,1
4,20130919,1
4,20130920,1
4,20130923,1
4,20130924,1
4,20130925,1
4,20130926,1
4,20130927,1
4,20130930,1
4,20131001,1
4,20131002,1
4,20131003,1
4,20131004,1
4,20131007,1
4,20131008,1
4,20131009,1
4,20131010,1
4,20131011,1
4,20131014,1
4,20131015,1
4,20131016,1
4,20131017,1
4,20131018,1
4,20131021,1
4,20131022,1
4,20131023,1
4,20131024,1
4,20131025,1
4,20131028,1
4,20131029,1
4,20131030,1
4,20131031,1
4,20131101,1
4,20131104,1
4,20131105,1
4,20131106,1
4,20131107,1
4,20131108,1
4,20131111,1
4,20131112,1
4,20131113,1
4,20131114,1
4,20131115,1
5,20130907,1
5,20130908,1
5,20130914,1
5,20130915,1
5,20130921,1
5,20130922,1
5,20130928,1
5,20130929,1
5,20131005,1
5,20131006,1
5,20131012,1
5,20131013,1
5,20131019,1
5,20131020,1
5,20131026,1
5,20131027,1
5,20131102,1
5,20131103,1
5,20131109,1
5,20131110,1
6,20130907,1
6,20130914,1
6,20130921,1
6,20130928,1
6,20131005,1
6,20131012,1
6,20131019,1
6,20131026,1
6,20131102,1
6,20131109,1
6,20131116,1
6,20131123,1
6,20131130,1
6,20131207,1
6,20131214,1
6,20131221,1
6,20131228,1
6,20140104,1
6,20140111,1
6,20140118,1
6,20140125,1
6,20140201,1
6,20140208,1
6,20140215,1
6,20140222,1
6,20140301,1
7,20130908,1
7,20130915,1
7,20130922,1
7,20130929,1
7,20131006,1
7,20131013,1
7,20131020,1
7,20131027,1
7,20131103,1
7,20131110,1
7,20131117,1
7,20131124,1
7,20131201,1
7,20131208,1
7,20131215,1
7,20131222,1
7,20131229,1
7,20140105,1
7,20140112,1
7,20140119,1
7,20140126,1
7,20140202,1
7,20140209,1
7,20140216,1
7,20140223,1
7,20140302,1
8,20130905,1
8,20130906,1
8,20130909,1
8,20130910,1
8,20130911,1
8,20130912,1
8,20130913,1
8,20130916,1
8,20130917,1
8,20130918,1
8,20130919,1
8,20130920,1
8,20130923,1
8,20130924,1
8,20130925,1
8,20130926,1
8,20130927,1
8,20130930,1
8,20131001,1
8,20131002,1
8,20131003,1
8,20131004,1
8,20131007,1
8,20131008,1
8,20131009,1
8,20131010,1
8,20131011,1
9,20131014,1
9,20131015,1
9,20131016,1
9,20131017,1
9,20131018,1
9,20131021,1
9,20131022,1
9,20131023,1
9,20131024,1
9,20131025,1
9,20131028,1
9,20131029,1
9,20131030,1
9,20131031,1
9,20131101,1
9,20131104,1
9,20131105,1
9,20131106,1
9,20131107,1
9,20131108,1
9,20131111,1
9,20131112,1
9,20131113,1
9,20131114,1
9,20131115,1
9,20131118,1
9,20131119,1
9,20131120,1
9,20131121,1
9,20131122,1
9,20131125,1
9,20131126,1
9,20131127,1
9,20131128,1
9,20131129,1
9,20131202,1
9,20131203,1
9,20131204,1
9,20131205,1
9,20131206,1
9,20131209,1
9,20131210,1
9,20131211,1
9,20131212,1
9,20131213,1
9,20131216,1
9,20131217,1
9,20131218,1
9,20131219,1
9,20131220,1
9,20131223,1
9,20131224,1
9,20131225,1
9,20131226,1
9,20131227,1
9,20131230,1
9,20131231,1
9,20140101,1
9,20140102,1
9,20140103,1
9,20140106,1
9,20140107,1
9,20140108,1
9,20140109,1
9,20140110,1
9,20140113,1
9,20140114,1
9,20140115,1
9,20140116,1
9,20140117,1
9,20140120,1
9,20140121,1
9,20140122,1
9,20140123,1
9,20140124,1
9,20140127,1
9,20140128,1
9,20140129,1
9,20140130,1
9,20140131,1
9,20140203,1
9,20140204,1
9,20140205,1
9,20140206,1
9,20140207,1
9,20140210,1
9,20140211,1
9,20140212,1
9,20140213,1
9,20140214,1
9,20140217,1
9,20140218,1
9,20140219,1
9,20140220,1
9,20140221,1
9,20140224,1
9,20140225,1
9,20140226,1
9,20140227,1
9,20140228,1
9,20140303,1
10,20130907,1
10,20130914,1
10,20130921,1
10,20130928,1
10,20131005,1
10,20131012,1
10,20131019,1
10,20131026,1
10,20131102,1
10,20131109,1
10,20131116,1
11,20130908,1
11,20130915,1
11,20130922,1
11,20130929,1
11,20131006,1
11,20131013,1
11,20131020,1
11,20131027,1
11,20131103,1
11,20131110,1
12,20130906,1
12,20130913,1
12,20130920,1
12,20130927,1
12,20131004,1
12,20131011,1
12,20131018,1
12,20131025,1
12,20131101,1
12,20131108,1
12,20131115,1
13,20130905,1
13,20130909,1
13,20130910,1
13,20130911,1
13,20130912,1
13,20130916,1
13,20130917,1
13,20130918,1
13,20130919,1
13,20130923,1
13,20130924,1
13,20130925,1
13,20130926,1
13,20130930,1
13,20131001,1
13,20131002,1
13,20131003,1
13,20131007,1
13,20131008,1
13,20131009,1
13,20131010,1
13,20131014,1
13,20131015,1
13,20131016,1
13,20131017,1
13,20131021,1
13,20131022,1
13,20131023,1
13,20131024,1
13,20131028,1
13,20131029,1
13,20131030,1
13,20131031,1
13,20131104,1
13,20131105,1
13,20131106,1
13,20131107,1
13,20131111,1
13,20131112,1
13,20131113,1
13,20131114,1
14,20131006,1
14,20131012,1
14,20131013,1
14,20131019,1
14,20131020,1
14,20131026,1
14,20131027,1
14,20131102,1
14,20131103,1
14,20131109,1
14,20131110,1
14,20131116,1
15,20130905,1
15,20130906,1
15,20130910,1
15,20130911,1
15,20130912,1
15,20130913,1
15,20130917,1
15,20130918,1
15,20130919,1
15,20130920,1
15,20130924,1
15,20130925,1
15,20130926,1
15,20130927,1
15,20131001,1
15,20131002,1
15,20131003,1
15,20131004,1
15,20131008,1
15,20131009,1
15,20131010,1
15,20131011,1
15,20131015,1
15,20131016,1
15,20131017,1
15,20131018,1
15,20131022,1
15,20131023,1
15,20131024,1
15,20131025,1
15,20131029,1
15,20131030,1
15,20131031,1
15,20131101,1
15,20131105,1
15,20131106,1
15,20131107,1
15,20131108,1
15,20131112,1
15,20131113,1
15,20131114,1
15,20131115,1
16,20130909,1
16,20130916,1
16,20130923,1
16,20130930,1
16,20131007,1
16,20131014,1
16,20131021,1
16,20131028,1
16,20131104,1
16,20131111,1
17,20130907,1
17,20130908,1
17,20130914,1
17,20130915,1
17,20130921,1
17,20130922,1
17,20130928,1
17,20130929,1
17,20131005,1
18,20130907,1
18,20130908,1
18,20130914,1
18,20130915,1
18,20130921,1
18,20130922,1
18,20130928,1
18,20130929,1
18,20131005,1
18,20131006,1
19,20131012,1
19,20131013,1
19,20131019,1
19,20131020,1
19,20131026,1
19,20131027,1
19,20131102,1
19,20131103,1
19,20131109,1
19,20131110,1
19,20131116,1
20,20131116,1
21,20130907,1
21,20130914,1
21,20130921,1
21,20130928,1
21,20131005,1
21,20131012,1
