67,60,8
67,56,8
67,15,8
66,60,8
66,56,8
66,15,8
65,60,8
65,56,8
65,15,8
64,60,8
64,56,8
64,15,8
63,60,8
63,56,8
63,15,8
62,60,8
62,56,8
62,15,8
61,60,8
61,56,8
61,15,8
60,56,8
60,15,8
59,56,8
59,15,8
58,56,8
58,15,8
57,56,8
57,15,8
56,15,8
55,15,8
54,15,8
42,15,8
41,15,8
40,15,8
34,15,8
31,15,8
30,15,8
33,15,8
35,15,8
36,15,8
37,15,8
38,15,8
39,15,8
90,15,8
90,87,8
83,15,8
86,15,8
53,15,8
51,15,8
50,15,8
49,15,8
48,15,8
47,15,8
46,15,8
45,15,8
44,15,8
43,15,8
99,15,8
98,15,8
97,15,8
96,15,8
95,15,8
94,15,8
93,15,8
85,15,8
84,15,8
105,15,8
104,15,8
103,15,8
102,15,8
100,15,8
106,15,8
107,15,8
108,15,8
109,15,8
110,15,8
111,15,8
112,15,8
113,15,8
114,15,8
115,15,8
116,15,8
117,15,8
119,15,8
120,15,8
118,15,8
119,15,8
119,118,8
120,15,8
120,118,8
121,15,8
121,118,8
122,15,8
122,118,8
123,15,8
123,118,8
124,15,8
124,118,8
125,15,8
125,118,8
126,15,8
126,118,8
127,15,8
127,118,8
128,15,8
128,118,8
129,15,8
129,118,8
130,15,8
130,118,8
131,15,8
131,118,8
132,15,8
132,118,8
133,15,8
133,118,8
134,15,8
134,118,8
135,15,8
135,118,8
136,15,8
136,118,8
137,15,8
137,118,8
138,15,8
138,118,8
139,15,8
139,118,8
8,60,67
8,56,67
8,15,67
8,60,66
8,56,66
8,15,66
8,60,65
8,56,65
8,15,65
8,60,64
8,56,64
8,15,64
8,60,63
8,56,63
8,15,63
8,60,62
8,56,62
8,15,62
8,60,61
8,56,61
8,15,61
8,56,60
8,15,60
8,56,59
8,15,59
8,56,58
8,15,58
8,56,57
8,15,57
8,15,56
8,15,55
8,15,54
8,15,42
8,15,41
8,15,40
8,15,34
8,15,31
8,15,30
8,15,33
8,15,35
8,15,36
8,15,37
8,15,38
8,15,39
8,15,90
8,87,90
8,15,83
8,15,86
8,15,53
8,15,51
8,15,50
8,15,49
8,15,48
8,15,47
8,15,46
8,15,45
8,15,44
8,15,43
8,15,99
8,15,98
8,15,97
8,15,96
8,15,95
8,15,94
8,15,93
8,15,85
8,15,84
8,15,105
8,15,104
8,15,103
8,15,102
8,15,100
8,15,106
8,15,107
8,15,108
8,15,109
8,15,110
8,15,111
8,15,112
8,15,113
8,15,114
8,15,115
8,15,116
8,15,117
8,15,119
8,15,120
8,15,118
8,15,119
8,118,119
8,15,120
8,118,120
8,15,121
8,118,121
8,15,122
8,118,122
8,15,123
8,118,123
8,15,124
8,118,124
8,15,125
8,118,125
8,15,126
8,118,126
8,15,127
8,118,127
8,15,128
8,118,128
8,15,129
8,118,129
8,15,130
8,118,130
8,15,131
8,118,131
8,15,132
8,118,132
8,15,133
8,118,133
8,15,134
8,118,134
8,15,135
8,118,135
8,15,136
8,118,136
8,15,137
8,118,137
8,15,138
8,118,138
8,15,139
8,118,139
67,60,14
67,56,14
67,15,14
66,60,14
66,56,14
66,15,14
65,60,14
65,56,14
65,15,14
64,60,14
64,56,14
64,15,14
63,60,14
63,56,14
63,15,14
62,60,14
62,56,14
62,15,14
61,60,14
61,56,14
61,15,14
60,56,14
60,15,14
59,56,14
59,15,14
58,56,14
58,15,14
57,56,14
57,15,14
56,15,14
55,15,14
54,15,14
42,15,14
41,15,14
40,15,14
34,15,14
31,15,14
30,15,14
33,15,14
35,15,14
36,15,14
37,15,14
38,15,14
39,15,14
90,15,14
90,87,14
143,15,14
146,15,14
53,15,14
51,15,14
50,15,14
49,15,14
48,15,14
47,15,14
46,15,14
45,15,14
44,15,14
43,15,14
99,15,14
98,15,14
97,15,14
96,15,14
95,15,14
94,15,14
93,15,14
145,15,14
144,15,14
105,15,14
104,15,14
103,15,14
102,15,14
100,15,14
106,15,14
107,15,14
108,15,14
109,15,14
110,15,14
111,15,14
112,15,14
113,15,14
114,15,14
115,15,14
116,15,14
117,15,14
119,15,14
120,15,14
118,15,14
119,15,14
119,118,14
120,15,14
120,118,14
121,15,14
121,118,14
122,15,14
122,118,14
123,15,14
123,118,14
124,15,14
124,118,14
125,15,14
125,118,14
126,15,14
126,118,14
127,15,14
127,118,14
128,15,14
128,118,14
129,15,14
129,118,14
130,15,14
130,118,14
131,15,14
131,118,14
132,15,14
132,118,14
133,15,14
133,118,14
134,15,14
134,118,14
135,15,14
135,118,14
136,15,14
136,118,14
137,15,14
137,118,14
138,15,14
138,118,14
139,15,14
139,118,14
14,60,67
14,56,67
14,15,67
14,60,66
14,56,66
14,15,66
14,60,65
14,56,65
14,15,65
14,60,64
14,56,64
14,15,64
14,60,63
14,56,63
14,15,63
14,60,62
14,56,62
14,15,62
14,60,61
14,56,61
14,15,61
14,56,60
14,15,60
14,56,59
14,15,59
14,56,514
14,15,514
14,56,57
14,15,57
14,15,56
14,15,55
14,15,54
14,15,42
14,15,41
14,15,40
14,15,34
14,15,31
14,15,30
14,15,33
14,15,35
14,15,36
14,15,37
14,15,314
14,15,39
14,15,90
14,87,90
14,15,83
14,15,86
14,15,53
14,15,51
14,15,50
14,15,49
14,15,414
14,15,47
14,15,46
14,15,45
14,15,44
14,15,43
14,15,99
14,15,914
14,15,97
14,15,96
14,15,95
14,15,94
14,15,93
14,15,85
14,15,84
14,15,105
14,15,104
14,15,103
14,15,102
14,15,100
14,15,106
14,15,107
14,15,1014
14,15,109
14,15,110
14,15,111
14,15,112
14,15,113
14,15,114
14,15,115
14,15,116
14,15,117
14,15,119
14,15,120
14,15,1114
14,15,119
14,118,119
14,15,120
14,118,120
14,15,121
14,118,121
14,15,122
14,118,122
14,15,123
14,118,123
14,15,124
14,118,124
14,15,125
14,118,125
14,15,126
14,118,126
14,15,127
14,118,127
14,15,1214
14,118,1214
14,15,129
14,118,129
14,15,130
14,118,130
14,15,131
14,118,131
14,15,132
14,118,132
14,15,133
14,118,133
14,15,134
14,118,134
14,15,135
14,118,135
14,15,136
14,118,136
14,15,137
14,118,137
14,15,1314
14,118,1314
14,15,139
14,118,139
67,60,13
67,56,13
67,15,13
66,60,13
66,56,13
66,15,13
65,60,13
65,56,13
65,15,13
64,60,13
64,56,13
64,15,13
63,60,13
63,56,13
63,15,13
62,60,13
62,56,13
62,15,13
61,60,13
61,56,13
61,15,13
60,56,13
60,15,13
59,56,13
59,15,13
58,56,13
58,15,13
57,56,13
57,15,13
56,15,13
55,15,13
54,15,13
42,15,13
41,15,13
40,15,13
34,15,13
31,15,13
30,15,13
33,15,13
35,15,13
36,15,13
37,15,13
38,15,13
39,15,13
90,15,13
90,87,13
133,15,13
136,15,13
53,15,13
51,15,13
50,15,13
49,15,13
48,15,13
47,15,13
46,15,13
45,15,13
44,15,13
43,15,13
99,15,13
98,15,13
97,15,13
96,15,13
95,15,13
94,15,13
93,15,13
135,15,13
134,15,13
105,15,13
104,15,13
103,15,13
102,15,13
100,15,13
106,15,13
107,15,13
108,15,13
109,15,13
110,15,13
111,15,13
112,15,13
113,15,13
114,15,13
115,15,13
116,15,13
117,15,13
119,15,13
120,15,13
118,15,13
119,15,13
119,118,13
120,15,13
120,118,13
121,15,13
121,118,13
122,15,13
122,118,13
123,15,13
123,118,13
124,15,13
124,118,13
125,15,13
125,118,13
126,15,13
126,118,13
127,15,13
127,118,13
128,15,13
128,118,13
129,15,13
129,118,13
130,15,13
130,118,13
131,15,13
131,118,13
132,15,13
132,118,13
133,15,13
133,118,13
134,15,13
134,118,13
135,15,13
135,118,13
136,15,13
136,118,13
137,15,13
137,118,13
138,15,13
138,118,13
139,15,13
139,118,13
13,60,67
13,56,67
13,15,67
13,60,66
13,56,66
13,15,66
13,60,65
13,56,65
13,15,65
13,60,64
13,56,64
13,15,64
13,60,63
13,56,63
13,15,63
13,60,62
